Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Recreio dos Bandeirantes;2;2;1;92;1300.0;1712.0;395.0
Recreio dos Bandeirantes;2;1;0;113;2400.0;1050.0;180.0
Recreio dos Bandeirantes;4;3;3;300;2800.0;971.0;4786.0
Taquara;2;1;0;74;1100.0;630.0;50.0
Recreio dos Bandeirantes;3;2;1;80;2100.0;630.0;200.0
Vila Isabel;3;0;1;100;2200.0;200.0;20.0
Tijuca;3;1;2;104;2500.0;900.0;1680.0
São Conrado;2;1;1;110;2999.0;1500.0;1950.0
Recreio dos Bandeirantes;3;1;2;90;2500.0;665.0;150.0
Tijuca;3;2;1;110;1800.0;1400.0;133.0
Vila Isabel;2;1;1;75;2900.0;580.0;100.0
Jacarepaguá;2;1;1;76;1200.0;450.0;0.0
Flamengo;2;0;0;83;2500.0;966.0;138.0
Riachuelo;3;0;0;80;1400.0;350.0;200.0
Barra da Tijuca;2;1;0;80;2300.0;1000.0;120.0
Barra da Tijuca;4;2;0;158;2500.0;1622.0;0.0
Barra da Tijuca;3;2;3;110;2500.0;1486.0;0.0
Leme;2;0;0;75;2700.0;878.0;0.0
Barra da Tijuca;3;2;1;104;2600.0;1700.0;200.0
Recreio dos Bandeirantes;2;1;1;77;1600.0;651.0;0.0
Freguesia (Jacarepaguá);3;2;1;140;2500.0;960.0;158.0
Copacabana;3;0;1;90;2500.0;1400.0;217.0
Tijuca;3;0;0;80;1460.0;455.0;124.0
Recreio dos Bandeirantes;2;3;2;195;2700.0;950.0;445.0
Taquara;2;1;0;91;800.0;599.0;82.0
Copacabana;3;0;0;120;2100.0;1064.0;332.0
Andaraí;3;2;2;107;2900.0;1140.0;185.0
Maracanã;3;1;1;86;1900.0;854.0;0.0
Tanque;3;1;1;73;1300.0;765.0;84.0
Tijuca;3;0;0;72;1100.0;438.0;23.0
Barra da Tijuca;3;2;1;75;1800.0;980.0;200.0
Tijuca;3;0;0;85;1800.0;934.0;0.0
Recreio dos Bandeirantes;3;1;1;77;1750.0;480.0;180.0
Barra da Tijuca;2;1;1;80;2200.0;1180.0;0.0
Tijuca;3;2;1;100;2000.0;786.0;180.0
Recreio dos Bandeirantes;2;1;2;85;2300.0;1350.0;121.0
Rio Comprido;2;0;0;75;1100.0;480.0;47.0
Tijuca;3;1;1;90;2600.0;983.0;165.0
Botafogo;2;0;0;75;2400.0;560.0;112.0
Freguesia (Jacarepaguá);2;0;1;75;1300.0;700.0;75.0
Copacabana;2;0;0;72;2800.0;1000.0;866.0
Barra da Tijuca;2;1;1;85;2600.0;1200.0;300.0
Barra da Tijuca;3;1;1;79;2500.0;790.0;40.0
Pechincha;2;1;0;77;1300.0;300.0;72.0
Tijuca;3;0;1;170;2850.0;1730.0;0.0
Campo Grande;2;1;1;80;1200.0;400.0;0.0
Recreio dos Bandeirantes;3;1;1;96;2209.0;980.0;0.0
Engenho de Dentro;3;1;0;75;1000.0;600.0;150.0
Méier;2;2;0;72;1500.0;665.0;88.0
Barra da Tijuca;2;1;0;80;1650.0;1000.0;211.0
Botafogo;2;1;0;78;2700.0;988.0;133.0
Recreio dos Bandeirantes;2;1;1;82;2000.0;950.0;0.0
Recreio dos Bandeirantes;2;1;0;150;2350.0;810.0;298.0
Méier;2;1;1;81;1600.0;738.0;156.0
Barra da Tijuca;3;1;1;90;2500.0;1466.0;166.0
Barra da Tijuca;3;1;2;93;2300.0;860.0;0.0
Vila da Penha;2;1;0;90;1000.0;590.0;60.0
Vila Isabel;2;1;1;76;1600.0;800.0;0.0
Botafogo;2;0;0;84;2300.0;680.0;176.0
Recreio dos Bandeirantes;3;1;1;90;2500.0;1045.0;212.0
Recreio dos Bandeirantes;2;2;1;85;2500.0;1649.0;220.0
Tijuca;2;0;0;83;1600.0;510.0;0.0
Copacabana;3;0;0;87;2450.0;724.0;188.0
Praça Seca;2;1;0;76;880.0;440.0;13.0
Tijuca;3;0;0;85;2000.0;715.0;80.0
Copacabana;2;0;0;90;2100.0;1212.0;188.0
Copacabana;2;1;0;84;2500.0;800.0;138.0
Tijuca;2;0;1;74;2000.0;400.0;0.0
Freguesia (Jacarepaguá);3;2;1;105;2000.0;697.0;207.0
Barra da Tijuca;3;2;1;129;2300.0;1200.0;180.0
Barra da Tijuca;3;1;1;100;2600.0;1634.0;183.0
Recreio dos Bandeirantes;3;1;1;96;2500.0;850.0;150.0
Recreio dos Bandeirantes;3;2;1;136;2200.0;900.0;270.0
Recreio dos Bandeirantes;3;2;2;90;1950.0;715.0;185.0
Tijuca;3;2;1;123;2500.0;1200.0;140.0
Barra da Tijuca;2;1;1;73;1700.0;1212.0;117.0
Barra da Tijuca;3;2;2;85;2800.0;953.0;187.0
Tijuca;3;1;1;116;1900.0;1421.0;0.0
Laranjeiras;2;0;0;85;2000.0;814.0;122.0
Laranjeiras;2;0;0;85;2600.0;505.0;135.0
Benfica;3;0;0;115;790.0;180.0;556.0
Barra da Tijuca;3;0;1;135;2900.0;2000.0;0.0
Barra da Tijuca;2;1;1;95;2200.0;780.0;180.0
Jacarepaguá;3;2;1;126;1500.0;960.0;170.0
Tijuca;3;0;0;80;1400.0;825.0;23.0
Rio Comprido;2;0;0;75;1200.0;460.0;30.0
Leme;2;0;0;75;2700.0;878.0;0.0
Lagoa;2;1;1;71;2850.0;1280.0;318.0
Flamengo;3;0;1;89;2600.0;590.0;0.0
Recreio dos Bandeirantes;3;2;1;170;2800.0;1300.0;356.0
Jacarepaguá;3;1;0;92;2400.0;800.0;0.0
Barra da Tijuca;2;1;1;88;2300.0;1347.0;0.0
Laranjeiras;3;1;0;137;2900.0;800.0;0.0
Recreio dos Bandeirantes;3;2;1;85;1700.0;722.0;144.0
Barra da Tijuca;4;3;1;158;2700.0;1622.0;0.0
Copacabana;2;1960;0;80;1600.0;900.0;100.0
Recreio dos Bandeirantes;2;2;1;198;2600.0;1600.0;350.0
Recreio dos Bandeirantes;3;0;0;74;1700.0;850.0;148.0
Recreio dos Bandeirantes;3;2;1;129;1900.0;855.0;0.0
Humaitá;2;0;0;88;2400.0;730.0;0.0
Barra da Tijuca;2;1;1;78;1700.0;900.0;130.0
Higienópolis;3;0;0;100;1200.0;180.0;21.0
Península;2;1;1;80;2600.0;1351.0;0.0
Leme;3;1;1;100;2200.0;1900.0;170.0
Grajaú;3;0;0;80;1600.0;600.0;24.0
Engenho de Dentro;2;1;0;81;1250.0;599.0;13.0
Vila Isabel;3;2;1;180;2500.0;850.0;3200.0
Lins de Vasconcelos;2;1;1;100;1000.0;668.0;67.0
Barra da Tijuca;2;2;1;174;2200.0;1800.0;0.0
Laranjeiras;3;0;0;111;2500.0;767.0;0.0
Recreio dos Bandeirantes;2;1;1;72;1500.0;730.0;70.0
Botafogo;2;0;0;73;2400.0;460.0;46.0
Recreio dos Bandeirantes;3;3;2;300;2400.0;872.0;395.0
Recreio dos Bandeirantes;2;1;1;90;2300.0;658.0;1780.0
Flamengo;3;1;1;110;2900.0;846.0;0.0
Vila Isabel;2;0;0;80;1500.0;494.0;85.0
Copacabana;2;0;0;96;2500.0;1050.0;340.0
Recreio dos Bandeirantes;2;2;1;100;2800.0;810.0;0.0
Tijuca;3;1;1;87;2200.0;850.0;0.0
Copacabana;3;0;0;75;1600.0;1147.0;131.0
Recreio dos Bandeirantes;3;2;1;76;2300.0;700.0;1700.0
Recreio dos Bandeirantes;3;2;1;140;2400.0;1600.0;450.0
Copacabana;3;0;0;90;2900.0;980.0;150.0
Flamengo;2;1;0;80;2950.0;800.0;120.0
Barra da Tijuca;3;1;2;80;1700.0;910.0;106.0
Recreio dos Bandeirantes;3;2;1;110;2391.0;400.0;2400.0
Recreio dos Bandeirantes;2;2;2;164;2100.0;1550.0;350.0
Freguesia (Jacarepaguá);2;1;1;95;1650.0;788.0;163.0
Campo Grande;4;2;2;168;2200.0;700.0;0.0
Barra da Tijuca;2;1;2;84;2500.0;1547.0;0.0
Pechincha;3;1;1;167;2100.0;1200.0;0.0
Santa Teresa;3;0;1;150;2700.0;231.0;98.0
Laranjeiras;3;1;0;137;2900.0;800.0;0.0
Grajaú;3;2;1;100;2200.0;718.0;127.0
Barra de Guaratiba;2;1;1;74;2200.0;1350.0;142.0
Cosme Velho;2;1;0;90;2900.0;770.0;1705.0
Campo Grande;4;1;1;80;1600.0;950.0;0.0
Grajaú;3;1;0;75;2000.0;600.0;609.0
Recreio dos Bandeirantes;2;1;1;80;1300.0;936.0;183.0
Recreio dos Bandeirantes;2;1;1;71;2800.0;790.0;160.0
Recreio dos Bandeirantes;3;0;0;92;1800.0;628.0;186.0
Recreio dos Bandeirantes;3;2;1;90;1600.0;750.0;0.0
Freguesia (Jacarepaguá);3;2;1;123;2100.0;1115.0;1172.0
Barra da Tijuca;2;1;1;84;2250.0;1306.0;200.0
Recreio dos Bandeirantes;3;2;1;110;1950.0;650.0;207.0
Laranjeiras;3;1;0;99;2300.0;768.0;125.0
Barra da Tijuca;2;1;1;74;2400.0;931.0;158.0
Freguesia (Jacarepaguá);3;2;2;140;2400.0;1335.0;0.0
Recreio dos Bandeirantes;2;1;1;76;2500.0;700.0;180.0
Tijuca;2;1;0;80;1800.0;450.0;96.0
Tijuca;2;0;0;84;1600.0;300.0;0.0
Recreio dos Bandeirantes;3;4;1;184;2800.0;1700.0;0.0
Barra da Tijuca;2;1;0;84;2200.0;1425.0;280.0
Pechincha;3;1;1;102;1900.0;1034.0;142.0
Recreio dos Bandeirantes;2;1;1;73;1700.0;650.0;145.0
Laranjeiras;3;1;1;130;2700.0;1100.0;239.0
Barra da Tijuca;2;1;0;77;2500.0;700.0;1500.0
Botafogo;3;0;1;84;2400.0;789.0;157.0
Recreio dos Bandeirantes;3;3;1;180;2800.0;1210.0;4222.0
Freguesia (Jacarepaguá);3;1;1;89;1700.0;900.0;0.0
Cascadura;2;1;0;78;700.0;591.0;0.0
Botafogo;2;0;0;79;2200.0;881.0;110.0
Pechincha;2;1;1;74;1200.0;650.0;61.0
Freguesia (Jacarepaguá);3;1;1;115;1990.0;950.0;100.0
Tijuca;3;2;1;90;2500.0;800.0;0.0
Recreio dos Bandeirantes;2;1;1;75;2790.0;650.0;129.0
Recreio dos Bandeirantes;3;2;1;80;1500.0;950.0;2849.0
Freguesia (Jacarepaguá);3;1;1;81;1800.0;900.0;134.0
Recreio dos Bandeirantes;3;1;2;90;1400.0;900.0;160.0
Praça Seca;3;2;1;120;1400.0;250.0;0.0
Barra da Tijuca;2;1;1;72;1500.0;909.0;1120.0
Tijuca;3;1;0;90;2200.0;600.0;83.0
Rio Comprido;2;1;0;90;2300.0;778.0;71.0
Braz de Pina;2;2;1;90;1800.0;630.0;0.0
Tijuca;2;1;0;73;1700.0;500.0;0.0
Recreio dos Bandeirantes;2;1;1;90;1600.0;988.0;180.0
Recreio dos Bandeirantes;3;2;0;122;2400.0;837.0;248.0
Recreio dos Bandeirantes;4;2;1;220;2950.0;900.0;0.0
Barra da Tijuca;3;2;1;84;1600.0;750.0;0.0
Barra da Tijuca;2;1;1;78;2200.0;1050.0;1000.0
Tijuca;2;1;1;85;1800.0;848.0;107.0
Barra da Tijuca;2;1;1;80;2500.0;1213.0;112.0
Tijuca;2;1;0;73;1800.0;630.0;0.0
Botafogo;2;1;1;86;2900.0;950.0;0.0
Rio Comprido;2;1;0;71;940.0;550.0;14.0
Recreio dos Bandeirantes;2;1;1;100;2000.0;850.0;180.0
Gávea;2;0;0;80;2700.0;637.0;130.0
Barra da Tijuca;2;1;0;91;2000.0;1100.0;0.0
Recreio dos Bandeirantes;2;1;1;73;1600.0;800.0;152.0
Recreio dos Bandeirantes;2;2;1;90;1800.0;425.0;100.0
Humaitá;3;1;1;90;2850.0;1160.0;260.0
Recreio dos Bandeirantes;3;3;3;128;2800.0;550.0;3497.0
Recreio dos Bandeirantes;2;2;1;125;2000.0;917.0;283.0
Barra da Tijuca;2;1;1;72;1600.0;955.0;1734.0
Rio Comprido;3;0;0;98;2000.0;600.0;30.0
Recreio dos Bandeirantes;3;1;1;80;1800.0;400.0;0.0
Recreio dos Bandeirantes;3;1;2;80;1700.0;890.0;185.0
Barra da Tijuca;3;1;1;75;1700.0;760.0;0.0
Barra da Tijuca;2;1;1;80;2600.0;750.0;750.0
Anil;3;2;1;117;2200.0;250.0;75.0
Tijuca;3;1;0;80;1900.0;646.0;40.0
Laranjeiras;3;0;0;137;2900.0;800.0;200.0
Recreio dos Bandeirantes;3;1;1;78;1900.0;550.0;0.0
Tauá;3;1;1;100;1600.0;250.0;100.0
Recreio dos Bandeirantes;3;1;1;84;1800.0;850.0;150.0
Laranjeiras;3;1;1;110;2950.0;1200.0;228.0
Pechincha;3;1;0;79;1300.0;700.0;90.0
Vila Isabel;3;0;1;115;2100.0;450.0;90.0
Rio Comprido;2;1;1;89;2100.0;530.0;90.0
Maracanã;2;1;1;80;2000.0;750.0;80.0
Barra da Tijuca;2;1;1;100;2600.0;1550.0;0.0
Camorim;3;2;1;74;1500.0;650.0;0.0
Freguesia (Jacarepaguá);4;2;2;109;2500.0;864.0;194.0
Recreio dos Bandeirantes;3;0;1;110;2500.0;500.0;250.0
Taquara;2;1;1;78;1800.0;736.0;115.0
Campo Grande;2;1;1;80;1000.0;400.0;0.0
Tijuca;2;1;1;87;1800.0;989.0;185.0
Taquara;3;1;1;72;1500.0;550.0;0.0
Barra da Tijuca;2;2;0;78;2500.0;700.0;150.0
Tijuca;3;0;0;105;2000.0;512.0;130.0
Lagoa;2;1;1;80;2800.0;724.0;203.0
São Conrado;2;1;1;78;2200.0;997.0;201.0
Engenho Novo;2;1;1;80;1100.0;480.0;70.0
Tijuca;2;1;0;80;2000.0;650.0;124.0
Barra da Tijuca;3;1;1;112;2599.0;1450.0;240.0
Tijuca;2;1;0;88;1200.0;640.0;0.0
Recreio dos Bandeirantes;2;2;1;104;2200.0;542.0;170.0
Rio Comprido;2;1;0;81;700.0;885.0;89.0
Recreio dos Bandeirantes;3;0;2;95;1800.0;1250.0;0.0
Taquara;2;1;0;160;1800.0;751.0;0.0
Barra da Tijuca;2;1;1;87;2000.0;1100.0;120.0
Barra da Tijuca;3;2;0;105;2900.0;1500.0;265.0
Barra da Tijuca;3;2;2;179;1990.0;1787.0;447.0
Ipanema;2;0;0;90;2700.0;1578.0;244.0
Tijuca;2;1;0;85;1850.0;440.0;48.0
Recreio dos Bandeirantes;3;1;1;97;2000.0;658.0;105.0
Recreio dos Bandeirantes;2;2;1;107;1600.0;675.0;200.0
Recreio dos Bandeirantes;2;1;2;75;1700.0;1020.0;170.0
Barra da Tijuca;2;1;1;72;2000.0;800.0;62.0
Tijuca;3;1;0;85;2500.0;650.0;83.0
Barra da Tijuca;3;2;1;110;2290.0;1600.0;250.0
Tijuca;3;0;0;104;1800.0;400.0;0.0
Tijuca;2;1;1;90;2500.0;600.0;130.0
Recreio dos Bandeirantes;3;2;1;95;2100.0;780.0;210.0
Riachuelo;3;1;1;94;900.0;600.0;0.0
Ipanema;2;0;0;73;2200.0;560.0;211.0
Gávea;3;0;0;120;2700.0;880.0;238.0
Barra da Tijuca;4;1;1;120;2450.0;1778.0;375.0
Pechincha;3;1;1;87;1200.0;690.0;89.0
Flamengo;2;1;0;80;2800.0;900.0;130.0
Jacarepaguá;3;1;1;71;1900.0;720.0;0.0
Recreio dos Bandeirantes;2;1;2;72;2600.0;1050.0;300.0
Copacabana;3;0;0;80;2500.0;1146.0;96.0
Botafogo;2;1;0;73;2300.0;800.0;0.0
Riachuelo;3;1;1;90;1800.0;650.0;75.0
Catete;2;0;0;84;2650.0;860.0;159.0
Vila da Penha;2;1;1;98;980.0;660.0;59.0
Barra da Tijuca;2;1;1;78;2200.0;1100.0;90.0
Gávea;3;0;1;120;2900.0;880.0;239.0
Recreio dos Bandeirantes;2;2;1;75;1800.0;805.0;180.0
Recreio dos Bandeirantes;4;3;2;103;2850.0;1066.0;215.0
Barra da Tijuca;2;1;1;80;2000.0;1350.0;0.0
Copacabana;3;0;1;100;2500.0;1000.0;120.0
Freguesia (Jacarepaguá);2;1;1;89;2200.0;850.0;120.0
Tijuca;3;1;1;118;2600.0;594.0;161.0
Tijuca;4;1;0;131;2800.0;585.0;1377.0
Grajaú;2;1;1;78;1900.0;580.0;0.0
Grajaú;2;1;1;76;1300.0;840.0;85.0
Andaraí;2;0;0;72;1600.0;820.0;0.0
Jardim Botânico;3;1;0;73;2700.0;1060.0;168.0
Laranjeiras;3;0;0;110;2600.0;780.0;60.0
Tijuca;3;1;0;100;2000.0;800.0;0.0
Recreio dos Bandeirantes;3;2;1;100;2200.0;600.0;0.0
Grajaú;2;0;0;79;1700.0;323.0;79.0
Barra da Tijuca;2;1;0;75;1150.0;1160.0;0.0
São Conrado;2;1;2;87;2500.0;732.0;275.0
Recreio dos Bandeirantes;3;1;3;76;2100.0;1100.0;1200.0
Santa Teresa;3;1;1;75;2700.0;613.0;0.0
Flamengo;3;1;0;92;2500.0;950.0;144.0
Recreio dos Bandeirantes;2;1;1;82;1600.0;813.0;160.0
Copacabana;3;1;0;160;2500.0;2200.0;300.0
Estácio;2;1;0;83;1600.0;751.0;0.0
Freguesia (Jacarepaguá);3;1;1;81;1700.0;750.0;950.0
Tijuca;2;1;0;79;2000.0;891.0;0.0
Tijuca;2;1;0;76;2500.0;724.0;0.0
Botafogo;2;1;1;90;2950.0;1026.0;215.0
Freguesia (Jacarepaguá);2;1;2;125;2300.0;928.0;214.0
Copacabana;3;1;0;105;2500.0;1400.0;220.0
Méier;2;1;0;85;1100.0;180.0;79.0
Lagoa;2;1;1;82;2800.0;1270.0;234.0
Barra da Tijuca;3;1;1;110;2900.0;720.0;280.0
Copacabana;3;0;0;120;2700.0;1187.0;305.0
Recreio dos Bandeirantes;2;1;0;76;1600.0;478.0;157.0
Recreio dos Bandeirantes;3;2;0;110;2500.0;754.0;2181.0
Andaraí;3;0;0;90;1650.0;250.0;70.0
Copacabana;2;1;0;80;2600.0;845.0;90.0
Campo Grande;4;2;1;140;2000.0;600.0;0.0
Barra da Tijuca;2;2;1;140;1900.0;950.0;180.0
Copacabana;2;0;0;74;2200.0;950.0;0.0
Freguesia (Jacarepaguá);4;3;1;103;2250.0;1000.0;1626.0
Camorim;3;2;1;84;2000.0;900.0;824.0
Recreio dos Bandeirantes;3;2;1;194;2000.0;2128.0;0.0
Barra da Tijuca;4;3;4;148;1500.0;1600.0;196.0
Vila Isabel;2;0;0;80;1000.0;500.0;25.0
Humaitá;2;1;1;80;2750.0;754.0;107.0
Tijuca;3;2;1;135;2500.0;1240.0;0.0
Tijuca;3;0;0;100;1600.0;450.0;104.0
Tijuca;3;1;0;148;2200.0;990.0;196.0
Vila Isabel;3;0;0;75;1500.0;580.0;0.0
Tijuca;3;0;0;96;1800.0;1000.0;96.0
Barra da Tijuca;3;2;1;92;2850.0;1165.0;273.0
Copacabana;3;0;0;110;2700.0;1000.0;220.0
Recreio dos Bandeirantes;3;3;1;110;2200.0;569.0;173.0
Vila Isabel;2;1;0;84;1700.0;550.0;108.0
Tijuca;3;2;1;110;2250.0;900.0;0.0
Méier;2;0;0;83;1400.0;240.0;0.0
Recreio dos Bandeirantes;2;2;1;105;1800.0;754.0;253.0
Olaria;2;1;0;90;1500.0;300.0;50.0
Engenho de Dentro;2;1;0;80;1100.0;368.0;70.0
Recreio dos Bandeirantes;2;1;1;82;2000.0;740.0;180.0
Jacarepaguá;3;1;1;71;1700.0;600.0;0.0
Laranjeiras;4;0;0;110;2600.0;767.0;127.0
Engenho de Dentro;2;1;1;73;1200.0;750.0;0.0
Botafogo;3;0;1;88;2500.0;572.0;152.0
Tijuca;3;1;1;106;2000.0;900.0;0.0
Pechincha;2;1;1;75;1200.0;460.0;0.0
Tijuca;2;2;1;100;1600.0;810.0;138.0
Recreio dos Bandeirantes;3;1;1;80;1500.0;1100.0;118.0
Copacabana;3;0;0;84;2300.0;720.0;127.0
Méier;3;1;0;110;1200.0;600.0;0.0
Tijuca;3;1;0;110;2490.0;1100.0;141.0
Tijuca;2;1;1;95;1650.0;1000.0;0.0
Copacabana;3;0;0;90;2900.0;900.0;0.0
Recreio dos Bandeirantes;3;2;1;100;1800.0;714.0;140.0
Recreio dos Bandeirantes;2;1;2;83;1600.0;600.0;0.0
Tijuca;2;1;0;84;1850.0;940.0;190.0
Barra da Tijuca;2;1;1;88;2200.0;1497.0;240.0
Barra da Tijuca;2;1;1;86;2500.0;1000.0;174.0
Tijuca;3;0;0;80;1800.0;492.0;90.0
Méier;3;1;0;75;1400.0;340.0;590.0
Barra da Tijuca;4;2;1;115;2800.0;1800.0;250.0
Tijuca;3;2;1;82;2600.0;1022.0;180.0
Campinho;3;2;2;194;1700.0;1150.0;141.0
Jardim Botânico;2;1;0;80;2500.0;790.0;194.0
Maracanã;2;1;1;105;2800.0;600.0;0.0
Recreio dos Bandeirantes;3;2;3;145;2500.0;850.0;350.0
Jardim Botânico;2;1;1;72;2800.0;940.0;140.0
Tijuca;2;0;1;74;2200.0;650.0;150.0
Barra da Tijuca;2;3;2;115;2500.0;3800.0;600.0
Tijuca;2;1;0;85;1700.0;580.0;100.0
Barra da Tijuca;3;1;1;74;2250.0;600.0;74.0
Tijuca;3;1;0;103;1950.0;610.0;99.0
Recreio dos Bandeirantes;3;2;2;90;2500.0;650.0;0.0
Tijuca;2;1;1;90;2400.0;800.0;80.0
Santa Teresa;3;0;0;80;2200.0;250.0;20.0
Laranjeiras;3;0;0;120;2700.0;700.0;130.0
Recreio dos Bandeirantes;2;1;2;75;1700.0;1020.0;170.0
Pechincha;2;1;0;80;1000.0;530.0;25.0
Barra da Tijuca;2;1;1;78;1800.0;630.0;60.0
Recreio dos Bandeirantes;3;2;1;118;2200.0;660.0;0.0
Rio Comprido;2;1;1;90;1500.0;640.0;0.0
Barra da Tijuca;2;1;1;74;2000.0;1106.0;0.0
Recreio dos Bandeirantes;3;1;1;120;1800.0;724.0;205.0
Recreio dos Bandeirantes;2;1;1;107;2000.0;751.0;0.0
Barra da Tijuca;3;2;2;72;2400.0;610.0;67.0
Recreio dos Bandeirantes;2;1;1;117;1400.0;650.0;143.0
Recreio dos Bandeirantes;3;2;2;102;2500.0;536.0;200.0
Botafogo;2;0;0;80;2500.0;800.0;0.0
Laranjeiras;3;2;0;155;1500.0;2600.0;328.0
Tijuca;3;1;0;115;2250.0;1000.0;0.0
Recreio dos Bandeirantes;2;1;1;75;1800.0;677.0;132.0
Copacabana;3;0;0;92;1900.0;1386.0;111.0
Grajaú;2;1;2;84;1700.0;551.0;0.0
Recreio dos Bandeirantes;2;2;0;200;1800.0;741.0;0.0
Tijuca;3;1;0;85;2000.0;935.0;0.0
Copacabana;3;0;0;80;2700.0;760.0;180.0
Tijuca;2;1;1;90;2500.0;970.0;165.0
Leme;2;0;0;82;2800.0;740.0;0.0
Freguesia (Jacarepaguá);3;2;1;91;2000.0;870.0;120.0
Recreio dos Bandeirantes;3;3;3;146;2000.0;1300.0;660.0
Recreio dos Bandeirantes;2;2;1;75;1700.0;670.0;140.0
Vila Valqueire;2;1;0;73;1100.0;610.0;0.0
Grajaú;2;0;0;78;1800.0;450.0;35.0
Freguesia (Jacarepaguá);5;3;2;261;2500.0;2160.0;3900.0
Recreio dos Bandeirantes;2;1;1;117;1500.0;650.0;143.0
Recreio dos Bandeirantes;2;1;1;76;1900.0;740.0;124.0
Recreio dos Bandeirantes;3;1;1;95;1800.0;1250.0;0.0
Curicica;3;1;1;71;1500.0;630.0;0.0
Recreio dos Bandeirantes;3;2;1;101;1600.0;722.0;236.0
Laranjeiras;3;0;0;125;2700.0;600.0;34.0
Barra da Tijuca;3;2;1;104;2400.0;800.0;205.0
Freguesia (Jacarepaguá);3;2;1;120;1500.0;732.0;1390.0
Recreio dos Bandeirantes;3;2;1;184;2200.0;1300.0;200.0
Recreio dos Bandeirantes;3;1;1;86;1900.0;536.0;167.0
Recreio dos Bandeirantes;2;2;1;84;1500.0;900.0;131.0
Freguesia (Jacarepaguá);4;2;3;186;2500.0;1100.0;1700.0
Recreio dos Bandeirantes;3;1;1;76;1100.0;788.0;147.0
Tijuca;2;1;1;75;1300.0;550.0;0.0
Pechincha;3;1;1;93;1400.0;984.0;84.0
Barra da Tijuca;2;1;2;80;1900.0;1000.0;180.0
Jardim Botânico;2;0;1;74;2800.0;1423.0;0.0
Barra da Tijuca;2;1;1;85;2950.0;700.0;61.0
Tijuca;3;2;1;119;2500.0;830.0;0.0
Recreio dos Bandeirantes;3;2;1;92;2000.0;600.0;100.0
Barra da Tijuca;2;1;1;74;2000.0;1300.0;250.0
Barra da Tijuca;3;2;1;110;2800.0;1100.0;361.0
Recreio dos Bandeirantes;3;2;1;203;2900.0;980.0;3050.0
Freguesia (Jacarepaguá);3;1;1;107;1990.0;1040.0;178.0
Humaitá;2;1;1;105;2300.0;1280.0;231.0
Maracanã;3;1;2;130;2690.0;1000.0;150.0
Tijuca;3;1;0;73;2100.0;650.0;97.0
Jardim Guanabara;3;0;0;80;1700.0;380.0;130.0
Recreio dos Bandeirantes;2;1;1;82;1800.0;890.0;129.0
Engenho Novo;3;0;0;80;1500.0;450.0;0.0
Recreio dos Bandeirantes;2;1;1;71;2000.0;490.0;0.0
Vila Isabel;2;1;0;74;1400.0;630.0;0.0
Tijuca;3;1;1;105;2350.0;893.0;147.0
Copacabana;3;0;0;110;2700.0;1000.0;20.0
Méier;2;0;1;71;1100.0;681.0;0.0
Jardim Guanabara;2;1;0;95;1650.0;405.0;620.0
Ipanema;2;0;0;76;2300.0;650.0;162.0
Pechincha;3;2;1;77;1600.0;650.0;0.0
Camorim;3;1;1;73;1600.0;596.0;10.0
Recreio dos Bandeirantes;3;1;1;80;2500.0;600.0;0.0
Freguesia (Jacarepaguá);2;2;1;94;1700.0;929.0;130.0
Copacabana;2;0;0;108;2950.0;1150.0;0.0
Copacabana;2;0;0;85;2800.0;750.0;119.0
Tijuca;2;0;0;77;1800.0;505.0;0.0
Jacarepaguá;3;1;1;72;1800.0;700.0;0.0
Barra da Tijuca;2;1;1;74;1800.0;1100.0;120.0
Flamengo;3;1;0;90;2800.0;760.0;111.0
Pechincha;2;1;1;78;1200.0;660.0;59.0
Realengo;2;1;0;80;800.0;253.0;0.0
Barra da Tijuca;2;1;1;90;2500.0;1100.0;134.0
Recreio dos Bandeirantes;3;2;1;100;2100.0;763.0;1812.0
Tijuca;3;1;1;79;1950.0;1100.0;0.0
Tijuca;2;1;0;76;1400.0;772.0;83.0
Copacabana;2;0;0;80;2500.0;800.0;0.0
Copacabana;3;0;0;114;2800.0;850.0;203.0
Taquara;3;1;1;74;1400.0;650.0;70.0
Tijuca;4;1;0;131;2800.0;585.0;1377.0
Recreio dos Bandeirantes;2;0;1;100;2000.0;898.0;1305.0
Méier;3;0;0;80;950.0;340.0;0.0
Todos os Santos;2;1;0;72;1500.0;410.0;50.0
Recreio dos Bandeirantes;3;2;1;100;2491.0;500.0;0.0
Barra da Tijuca;2;1;1;80;2500.0;960.0;0.0
São Conrado;2;1;1;88;2100.0;1200.0;0.0
Recreio dos Bandeirantes;3;1;1;90;2300.0;950.0;0.0
Copacabana;3;1;0;95;2900.0;1300.0;160.0
Copacabana;2;0;0;80;2300.0;895.0;172.0
Barra da Tijuca;4;3;4;148;2500.0;1370.0;0.0
Engenho de Dentro;2;1;0;84;1200.0;402.0;0.0
Andaraí;2;1;0;86;1900.0;559.0;0.0
Recreio dos Bandeirantes;3;3;1;110;1500.0;873.0;0.0
Tijuca;3;0;0;88;1600.0;804.0;92.0
Maracanã;3;1;0;90;1500.0;300.0;71.0
Méier;2;1;1;80;1200.0;800.0;14.0
Barra da Tijuca;3;2;1;172;2300.0;1600.0;450.0
Méier;3;1;1;85;1700.0;790.0;135.0
